temperature,wind_speed,mean_sea_level_pressure,surface_solar_radiation,surface_thermal_radiation,total_cloud_cover,relative_humidity
23.57,4.13,101707,311.2,353.29,0.55,0.41
22.45,3.59,101705.11,138.05,340.94,0.15,0.45
22.22,3.33,101767.15,14.59,328.74,0.05,0.47
19.98,3.58,101840.66,0,324.59,0.2,0.57
18.98,3.97,101862.33,0,320.81,0.53,0.6
18.28,4.15,101849,0,319.33,0.98,0.61
18.37,4.08,101923.2,0,318.45,1,0.59
18.33,4.58,101934.95,0,320.5,1,0.59
17.66,5.32,101900.28,0,321.24,1,0.62
17.76,5.62,101850.58,0,325.35,1,0.6
17.46,5.93,101817.6,0,328.36,1,0.61
17.36,6.36,101784.71,0,334.12,1,0.62
17.34,6.49,101780.87,0,331.46,0.99,0.61
17.32,6.61,101822.96,3.64,334.37,1,0.6
17.19,6.44,101834.77,69.32,337.21,1,0.61
19.75,3.96,101858.21,239.02,332.13,0.83,0.53
21.01,5.2,101837.5,416.24,334.33,0.69,0.49
23.09,6.09,101849.4,677.26,332.29,0.94,0.45
23.77,6.28,101774.57,778.76,335.2,0.97,0.45
24.64,6.27,101663.3,829.1,337.27,0.94,0.44
24.95,6.34,101555.81,846.3,340.92,0.99,0.43
25.1,7.24,101467.02,829.32,344.97,1,0.43
24.95,7.19,101439.14,677.5,351.67,1,0.43
24.25,5.36,101398.2,515.37,353.39,1,0.44
24.18,4.75,101414.25,122.1,404.83,0.99,0.44
23.56,4.81,101400.14,98.49,387.87,1,0.46
23.34,4.29,101400.4,10.09,377.2,1,0.47
22.65,6.08,101272.18,0,369.57,0.94,0.49
22.12,6.31,101295.85,0,366.66,0.88,0.51
21.81,6.71,101193.88,0,358.24,0.97,0.51
21.78,6.33,101120.42,0,337.81,0.97,0.5
21.92,5.85,101179.37,0,356.58,0.99,0.49
21.36,6.76,101205.19,0,371.31,1,0.53
21.38,7.14,101187.33,0,362.81,1,0.54
20.71,7.34,101254.41,0,355.26,1,0.59
19.63,7.28,101311.52,0,358.03,1,0.66
19.43,7.29,101318.43,0,374.18,1,0.67
19.09,7.56,101326.78,1.83,369.15,1,0.69
18.82,7.17,101376.32,30.55,364.5,1,0.7
18.79,4.4,101366.66,62.06,367.98,1,0.72
18.84,4.96,101421.95,161.97,365.4,1,0.74
19.85,4.85,101435.55,281.41,370.18,0.97,0.72
20.71,5.14,101388.73,452.1,375.83,0.99,0.68
21.25,6.15,101327.63,491.81,377.96,1,0.65
20.66,6.98,101302.76,364.58,380.59,0.95,0.7
20.16,5.29,101240.28,351.39,380.54,0.98,0.75
19.55,4.72,101165.51,285.19,382.1,0.86,0.79
18.66,4.23,101116.32,327.79,368.64,0.91,0.83
18.74,4.26,101139.68,156.83,379.28,1,0.82
18.01,3.99,101186.97,24.77,381.44,1,0.85
18.21,3.67,101208.94,1.88,379.67,1,0.84
16.94,4.45,101269.07,0,381.18,1,0.93
16.83,4.85,101252.33,0,386.18,0.97,0.92
16.35,5.27,101245.63,0,382.89,0.9,0.91
16.25,5.26,101272.18,0,363.17,1,0.91
16.11,5.02,101287.78,0,364.24,1,0.91
16,4.5,101271.88,0,360.93,1,0.92
16.09,3.78,101255.13,0,367.67,1,0.92
15.96,3.49,101233.07,0,373.87,1,0.92
15.71,3.13,101241.2,0,374.42,0.99,0.92
15.35,2.93,101271.47,0,344.99,0.99,0.94
15.46,2.95,101307.42,4.33,355.5,0.97,0.94
15.63,3.16,101343.42,87.33,342.34,0.92,0.91
16.7,3.93,101365.67,235.8,334.04,0.77,0.86
17.74,4.12,101398.62,460.28,344.28,0.51,0.8
19.02,4.27,101399.9,611.39,340.9,0.41,0.72
19.47,4.21,101333.16,723.97,335.96,0.47,0.69
20.1,4.12,101245.8,778.51,345.84,0.31,0.63
20.4,4.35,101164.63,682.74,355.2,0.36,0.61
20.3,4.47,101102.36,624.56,345.85,0.59,0.63
19.74,4.72,101100.58,600.65,348.88,0.66,0.64
18.56,4.28,101098.54,263.44,352.79,0.66,0.66
18.63,3.45,101091.61,204.98,353.43,0.56,0.65
17.6,2.65,101136.15,109.1,354.09,0.42,0.73
17.22,2.74,101206.24,14.25,340.98,0.49,0.76
16.73,3.15,101263.19,0,334.21,0.44,0.71
16.15,3.6,101295.43,0,357.72,0.52,0.76
15.46,3.78,101288.55,0,357,0.71,0.82
15.48,3.66,101261.94,0,359.39,0.82,0.83
15.29,3.47,101240.48,0,356.2,0.82,0.83
14.87,3.41,101188.19,0,344.89,0.96,0.85
14.94,3.47,101180.03,0,358.61,1,0.85
14.85,3.54,101169.44,0,368.71,1,0.85
14.76,3.59,101200.8,0,368.29,0.98,0.86
14.73,3.58,101244.4,0,376.36,0.98,0.85
14.75,3.7,101315.82,1.15,371.61,0.99,0.85
14.55,3.85,101381.67,26.81,373.3,0.97,0.85
15.25,4.37,101401.21,69.32,372.98,0.85,0.84
15.85,4.56,101435.7,188.78,370.32,0.69,0.81
16.68,4.65,101433.53,164.53,374.4,0.61,0.76
16.64,4.84,101406.68,183.52,373.25,0.56,0.76
16.98,4.85,101382.72,237.76,373.6,0.63,0.73
17.75,5.05,101339.23,219.71,375.13,0.96,0.69
17.83,4.85,101359.32,203.05,378.34,0.99,0.68
18.06,4.5,101349.62,223.32,376.14,0.97,0.67
17.77,4.02,101373.36,227.62,371.13,1,0.69
17.81,3.53,101414.1,132.12,375.12,1,0.68
17.28,2.99,101494.47,51.44,379.29,1,0.71
17.24,2.53,101559.05,6.91,379.36,1,0.71
15.77,1.83,101628.43,0,355.12,0.96,0.81
15.47,1.53,101655.94,0,356.93,0.95,0.84
14.78,1.4,101680.08,0,354.77,0.81,0.87
14.58,1.42,101652.8,0,349.22,0.71,0.89
14.25,1.52,101631.32,0,342.93,0.57,0.89
13.1,1.78,101549.91,0,330,0.45,0.91
13.03,2.2,101507.19,0,324.79,0.3,0.91
12.46,2.45,101461.67,0,320.12,0.16,0.92
11.96,2.63,101495.88,0,316.45,0.11,0.92
11.97,2.92,101495.02,0,309.57,0.02,0.91
12,3.45,101532.15,9.98,299.2,0,0.9
12.19,3.91,101553.59,150.64,288.88,0,0.89
16.45,5.13,101493.83,367.69,288.86,0.32,0.78
18.44,5.99,101437.74,574.02,292.34,0.91,0.67
21.19,6.22,101377.57,743.68,301.21,0.95,0.53
22.24,6.33,101275.48,851.32,314.46,0.88,0.49
23.3,6.32,101168.42,873.15,325.7,0.95,0.46
24.53,6.25,101099.14,900.87,328.69,0.82,0.43
24.74,6.05,101015.62,879.86,329.39,0.97,0.42
24.87,6.05,100956.46,764.48,326.97,0.99,0.42
23.93,5.83,100883.05,520.85,345.4,1,0.42
24.01,5.1,100877.72,323.39,339.68,1,0.42
23.17,5.56,100846.97,120.58,348.86,1,0.44
23.05,6.17,100815.32,11.6,355.71,1,0.45
22.14,6.71,100768.44,0,356.54,1,0.45
22.15,6.47,100738.11,0,358.51,1,0.43
21.5,6.03,100698.94,0,358.36,0.94,0.46
21.82,6.29,100644.01,0,354.09,0.88,0.44
21.57,5.92,100618.18,0,350.04,0.64,0.44
19.57,4.5,100634,0,329.96,0.32,0.55
19.03,4.5,100723.28,0,334.67,0.26,0.59
16.34,7.77,100936,0,341.71,0.46,0.74
13.6,6.54,101090.44,0,330.76,0.91,0.86
13.27,5.42,101214.44,0,352,0.97,0.85
12.52,4.18,101317.2,4.4,345.91,0.96,0.86
12.2,3.07,101395.63,48.6,343.14,0.96,0.88
11.92,2.41,101479.6,85.73,348.61,1,0.87
11.83,2.47,101503.35,203.89,345.1,1,0.88
11.7,2.35,101527.35,143.1,353.01,1,0.88
11.49,1.72,101460.21,149.76,350.68,1,0.88
11.88,3.3,101452.38,139.67,351.96,0.89,0.87
13.46,4.45,101467.72,542.04,332.74,0.62,0.74
14.02,5.04,101494.54,549.89,334.52,0.56,0.69
14.27,5.21,101481.63,476.56,337.89,0.56,0.66
13.89,5.17,101537.66,360.85,332.86,0.42,0.66
13.76,5.13,101626.44,284.76,307.96,0.47,0.67
13.12,4.84,101763.4,114.76,305.56,0.39,0.7
13.07,4.24,101872.3,19.1,330.13,0.32,0.71
11.67,3.61,101963.81,0,321.85,0.41,0.79
11.25,2.88,102008.22,0,313.7,0.32,0.79
10.42,2.77,101989.89,0,301.6,0.35,0.82
10.53,2.71,102007.98,0,317.23,0.32,0.81
9.93,2.62,101983.05,0,307.32,0.18,0.83
9.54,2.44,101938.28,0,314.62,0.1,0.85
9.43,2.35,101891.58,0,309.27,0.16,0.86
9.01,2.37,101912.3,0,293.02,0.25,0.89
9.12,2.36,101884.88,0,299.94,0.3,0.9
9.11,2.37,101915.22,0,293.23,0.36,0.9
9.41,2.53,101958.05,10.99,288.77,0.53,0.91
9.75,2.8,101968.51,102.24,321.13,0.6,0.91
12.48,3.18,102024.74,233.38,325.1,0.71,0.85
13.48,3.08,102039.77,314.58,341.16,0.73,0.79
14.65,2.86,102028.22,454.48,337.89,0.89,0.71
15.06,3.13,102006.61,495.68,323.52,0.9,0.67
15.73,3.15,101951,570.29,337.88,0.88,0.64
16.86,2.61,101901,732.44,337.15,0.87,0.58
16.8,1.84,101815.96,571.56,338.58,0.85,0.58
17.25,1.24,101751.67,608.24,338.78,0.49,0.54
16.75,0.84,101692.49,414.56,350.16,0.41,0.55
16.84,0.66,101667.48,341.98,319,0.13,0.53
16.33,0.72,101689.8,173.26,304.8,0.04,0.55
15.9,1.52,101678.02,24.54,296.96,0,0.6
12.96,1.85,101711.44,0,286.31,0,0.72
12.03,2.12,101716.79,0,284.26,0,0.79
10.53,2.23,101680.14,0,282.43,0,0.85
10.36,2.14,101674.7,0,282.08,0,0.87
9.68,2.04,101614.23,0,281.84,0,0.9
8.48,1.82,101524.22,0,281.47,0,0.95
8.26,1.92,101487.33,0,280.15,0,0.96
8.42,2.44,101456.16,0,278.58,0,0.95
8.45,2.74,101439.05,0,277.06,0,0.93
8.52,3.24,101425.21,0,276.68,0.02,0.92
9.41,4.07,101447.01,14.96,276.56,0.09,0.87
10.08,4.96,101449.13,165.96,279.22,0.13,0.83
15.79,5.22,101436.57,373.28,284.95,0.38,0.65
18.07,6.2,101385.2,592.01,288.34,0.79,0.56
20.72,6.78,101361.66,759.92,295.3,0.83,0.48
21.79,6.88,101279.7,864.72,306.35,0.79,0.43
23.01,6.6,101236.08,944.57,311.08,0.64,0.4
24.43,6.44,101160.98,946.63,317.47,0.22,0.36
24.5,6.47,101088.4,893.49,319.87,0.1,0.36
24.86,6.67,100994.63,776.94,322.09,0.11,0.34
24.25,6.59,100966,608.45,323,0,0.34
24.26,5.91,100980.77,404.27,322.33,0,0.33
23.14,5.72,101007.44,190.92,320.49,0,0.35
23.13,6.18,101020.27,25.9,316.17,0,0.34
20.33,6.78,100975.23,0,311.27,0.04,0.43
19.59,6.95,101005.56,0,307.2,0.17,0.46
18.27,4.83,101033.81,0,305.82,0.46,0.51
17.44,2.47,101129.57,0,305.95,0.06,0.56
15.2,3.71,101167.49,0,301.16,0.01,0.71
13.17,3.24,101180.17,0,297.62,0.03,0.85
12.33,1.89,101159.79,0,297.11,0.09,0.9
13.05,1.35,101105.41,0,294.86,0.21,0.88
12.93,1.14,101115.57,0,292.41,0.27,0.89
12.05,1.55,101118.69,0,295.79,0.67,0.91
12.76,1.69,101182.85,12.91,303.4,0.85,0.91
12.62,2.52,101253.38,101.28,318.59,0.87,0.88
14.27,3.52,101313,260.63,330,0.99,0.81
14.38,4.74,101389.47,249.89,345.42,1,0.76
14.94,4.77,101437.1,277.13,348.55,0.63,0.69
15.41,4.49,101449.24,586.06,327.99,0.56,0.67
16.12,4.37,101443.78,723.72,330.29,0.58,0.63
16.2,4.19,101440.38,613.96,343.55,0.59,0.61
16.21,4.33,101453.3,498.67,344.15,0.62,0.6
15.91,5.19,101459.51,443.34,339.04,0.68,0.61
14.32,5.97,101558.14,406.01,323.8,0.61,0.65
14.12,5.98,101667.84,300.76,325.5,0.75,0.66
13.37,5.51,101782.43,115.09,341.79,0.9,0.67
13.67,5.11,101895.36,15.03,320.94,0.89,0.64
12.26,3.49,102000.56,0,340.54,0.92,0.68
11.74,3.46,102078.5,0,332.87,0.83,0.67
10.64,3.44,102081.46,0,334.36,0.6,0.69
10.55,3.74,102148.08,0,316.41,0.44,0.7
10.03,4.02,102153.23,0,302.7,0.31,0.71
9.35,3.91,102126.78,0,312.12,0.3,0.73
9.45,3.52,102125.24,0,314.56,0.35,0.71
9.21,2.99,102115.3,0,308.16,0.37,0.72
8.62,2.83,102165.22,0,298.53,0.34,0.74
8.4,2.72,102198.92,0,292.07,0.44,0.76
8.79,2.56,102279.65,12.43,301.26,0.57,0.74
9.14,2.81,102338.26,119.01,302.17,0.48,0.74
12.24,2.91,102378.15,302.13,299.93,0.61,0.61
13.02,3.72,102411.17,433.79,314.73,0.85,0.56
13.99,3.55,102389.1,551.42,330.47,0.93,0.52
14.29,3.15,102381.95,621.46,316.73,0.89,0.5
14.97,3.27,102351.5,802.95,316.78,0.89,0.49
15.31,3.79,102310.43,785.5,301.31,0.98,0.49
15.26,4.4,102239.4,778.14,301.55,0.97,0.49
15.26,4.82,102196.77,708.99,302.84,0.95,0.5
14.42,4.93,102178.57,547.6,294.25,0.91,0.52
14.64,5,102184.86,342.72,300.14,0.7,0.5
13.73,5.04,102189.85,172.25,293.14,0.56,0.54
13.58,5.22,102216.01,26.91,285.22,0.32,0.55
10.84,4.43,102223.41,0,279.8,0.31,0.68
10.3,4.41,102222.67,0,276.73,0.22,0.71
9.31,4.08,102161.74,0,278.03,0.24,0.76
9.05,3.62,102133.41,0,269.48,0.02,0.77
8.1,3.26,102079.53,0,267.1,0.02,0.81
7.16,2.6,102007.82,0,265.48,0.33,0.83
7.31,1.98,101956.78,0,268.56,0.25,0.83
6.95,0.85,101933.43,0,264.8,0.64,0.84
5.63,0.71,101923.25,0,264.06,0.93,0.89
5.58,0.99,101945.85,0,274.5,0.91,0.9
6.55,1.46,101953.8,16.33,276.23,0.64,0.91
6.82,1.81,101973.21,165.1,272.99,0.06,0.9
11.16,2.09,101969.5,394.75,272.65,0.03,0.78
12.81,2.37,101929.94,608.01,272.75,0.16,0.7
15.67,2.62,101882.65,785.47,278.77,0.49,0.59
16.91,2.8,101851.12,913.94,283.34,0.69,0.53
17.94,2.72,101793.42,982.16,287.84,0.29,0.48
18.07,2.91,101765.71,981.59,291.85,0.86,0.47
17.94,3.81,101710.02,904.08,299.6,0.98,0.48
17.28,4.7,101720.42,606.32,323.94,0.95,0.5
15.75,5.04,101737.91,408.63,328.81,0.4,0.55
15.83,4.74,101812.33,391.35,300.53,0.07,0.54
14.86,3.96,101852.39,200.7,292.33,0.01,0.57
14.84,2.96,101902.89,30.72,286.48,0.01,0.58
11.81,2.37,101977.74,0,283.99,0.02,0.7
10.67,1.95,101996.4,0,283.12,0.09,0.77
9.51,2.14,102019.96,0,292.34,0.11,0.82
9.64,2.06,102019.64,0,297.47,0.25,0.81
9.18,2.1,101996.54,0,284.67,0.28,0.83
8.84,2.22,101949.08,0,288.92,0.56,0.85
8.97,2.15,101907.38,0,288.57,0.74,0.84
9.16,2.34,101881.31,0,302.54,0.97,0.84
9.32,2.25,101852.28,0,293.88,0.94,0.85
9.43,2.34,101897.02,0,319.06,0.95,0.86
10.01,2.51,101935.48,12.79,316.95,0.98,0.86
10.13,3.18,102001.03,129.72,302.88,0.58,0.86
12.74,3.83,102050.28,296.85,305.73,0.73,0.75
13.64,3.72,102051.25,444.44,331.51,0.95,0.71
14.91,3.81,102002.65,583.66,322.9,0.96,0.66
15.55,3.78,101945.04,619.83,340.02,0.9,0.63
16.17,3.99,101926.57,546.34,350.03,0.92,0.61
16.71,4.23,101900.86,663.85,333.44,0.93,0.59
16.67,4.42,101888.89,643.35,330.48,0.95,0.6
16.52,4.05,101838.81,540,351.61,0.99,0.61
15.69,4.18,101806.49,472.92,340.74,1,0.64
15.48,3.94,101883.61,220.22,361.14,1,0.67
14.55,2.9,101853.83,117,337.64,1,0.69
14.45,2.59,101904.6,28.3,298.39,1,0.71
12.57,2.46,101966.67,0,317.01,0.99,0.79
11.97,1.55,101955.03,0,317.46,0.93,0.82
10.83,1.24,101874.9,0,325.61,0.91,0.86
10.77,0.81,101856.37,0,311.54,1,0.85
10.84,0.73,101801.11,0,301.81,0.97,0.85
10.48,0.83,101679.49,0,305.4,1,0.87
9.65,0.71,101574.81,0,305.92,0.98,0.91
9.16,1.92,101517.08,0,294.9,0.85,0.93
9.84,3.12,101574.44,0,284.85,0.76,0.9
10.2,3.38,101606.6,0,294.51,0.28,0.89
10.42,3.82,101684.46,18.56,300.74,0.49,0.88
10.45,3.97,101712.63,152.7,308.97,0.57,0.88
12.9,5.04,101748.18,292.46,313.13,0.55,0.77
13.72,4.83,101737.96,389.6,317.91,0.7,0.74
15.46,5.19,101696.54,495.93,335.8,0.72,0.66
16.13,5.12,101645.49,576.81,349.46,0.81,0.63
17.34,5.02,101614.9,772.58,343.97,0.76,0.58
17.46,5.61,101618.41,713.82,330.64,0.77,0.58
17.07,6.26,101604.75,720.41,330.9,0.77,0.62
16.57,6.6,101601.01,514.22,343.2,0.78,0.64
14.98,6.74,101618.97,380.87,347.9,0.88,0.72
14.8,6.61,101662.86,198.12,361.24,0.93,0.73
14.05,6.03,101742.89,75.83,362.38,0.84,0.73
14.25,5.53,101789.05,21.71,329.82,0.49,0.7
12.37,4.64,101872.94,0,312.17,0.82,0.74
11.88,4.55,101924.19,0,324.63,0.67,0.71
10.86,4.83,101916.67,0,314.31,0.57,0.7
10.72,4.85,101969.09,0,318.99,0.57,0.68
10.17,4.54,101983.72,0,296.02,0.63,0.64
9.19,4.03,101965.1,0,299.82,0.6,0.63
8.97,3.53,101939.42,0,284.34,0.57,0.65
7.85,2.92,101943.26,0,263.72,0.5,0.69
7.41,2.65,101964.78,0,270.43,0.49,0.71
7.27,2.76,101958.2,0,280.97,0.54,0.72
8.29,3.43,101990.86,20.42,283.54,0.61,0.71
8.56,4.05,101989.49,150.38,288.7,0.61,0.69
11.29,3.5,102020.4,348.7,277.95,0.55,0.58
11.95,3.47,102037.98,540.39,288.26,0.7,0.56
13.39,3.53,102047.81,699.99,301.94,0.67,0.52
13.87,3.53,102024.49,874.96,292.77,0.53,0.51
14.65,3.3,101954.03,925.42,298.92,0.06,0.5
15.6,3.4,101854.22,1000.51,272.59,0,0.47
15.68,3.63,101819.44,947.53,274.04,0,0.48
15.7,4.17,101764.24,825.79,274.69,0,0.48
14.41,4.88,101777.05,649.92,274.07,0,0.53
14.14,5.6,101779.45,446.06,270.24,0,0.53
12.83,5.53,101876.41,222.26,266.78,0,0.56
12.93,4.87,101913.8,38.01,263.37,0.01,0.56
10.27,3.86,101961.19,0,260.37,0.13,0.65
9.68,3.87,102002.37,0,257.48,0.18,0.68
9.22,3.63,101984.84,0,258.47,0.25,0.71
9.23,3.2,102012.53,0,259.44,0.39,0.72
8.8,2.84,101992.14,0,262.83,0.5,0.75
8.36,2.72,101936.19,0,272.28,0.62,0.77
8.28,2.85,101908.07,0,268.51,0.74,0.77
8.82,2.92,101939.43,0,291.37,0.78,0.74
8.75,2.88,101914.38,0,291.17,0.68,0.73
8.86,2.91,101923.89,0,305.48,0.71,0.72
9.35,3.15,101964.51,20.59,304.61,0.62,0.71
9.43,4.27,102005.15,149.69,289.71,0.66,0.71
11.85,3.92,102038.77,323.14,301.52,0.72,0.61
12.36,3.82,102041.49,495.24,311.76,0.62,0.6
13.94,3.72,101995.86,661.6,313.66,0.1,0.55
14.9,3.61,101928.31,914.48,284.95,0.01,0.51
15.87,3.43,101862.35,1000.77,277.46,0.05,0.49
17.12,3.13,101774.66,1004.2,281.51,0,0.46
17.23,3.17,101709.62,938.64,284.86,0,0.47
17.37,3.28,101664.42,819.4,287.21,0,0.49
16.91,3.39,101618.06,647.24,287.84,0,0.52
16.7,3.7,101601.13,440,289.74,0,0.53
15.53,3.92,101651.73,220.57,287.94,0,0.57
15.41,3.45,101693.53,38.92,284.61,0,0.61
12.36,3.02,101735.48,0,281.38,0.02,0.75
11.05,2.34,101756.86,0,279.44,0.02,0.81
10.25,1.58,101729.74,0,278.29,0.05,0.84
10.36,0.33,101707.73,0,277.1,0.23,0.84
8.84,1.06,101687.93,0,276.4,0.27,0.89
8.1,1.46,101626.08,0,275.02,0.2,0.92
8.07,1.46,101607.05,0,274.47,0.51,0.92
7.66,1.43,101589.33,0,274.01,0.61,0.92
7.16,1.6,101592.34,0,274.03,0.55,0.93
7.35,1.69,101597.12,0,278.47,0.57,0.93
8.12,1.97,101645.71,26.15,277.97,0.78,0.93
9.17,1.75,101652.04,179.56,283.23,0.94,0.9
14.27,1.26,101695.64,368.78,290.79,0.92,0.74
16.77,1.2,101679.94,583.27,299.26,0.94,0.62
19.9,1.49,101652.62,748.36,307.57,0.71,0.47
20.9,1.98,101605.59,903.15,307.74,0.34,0.43
21.86,2.11,101560.68,985.91,304.61,0.9,0.39
22.53,2.04,101493.45,979.45,307.87,1,0.39
22.7,2.27,101459.09,892.92,312.92,1,0.37
22.47,2.81,101419.73,730.69,320.44,0.95,0.38
20.57,3.39,101387.1,559.73,325.52,0.67,0.47
20.05,3.79,101467.95,406.72,315.65,0.2,0.5
18.54,3.7,101526.51,223.97,306.58,0.29,0.57
17.98,3.64,101631.72,40.35,304.56,0.45,0.63
14.49,3.47,101752.15,0,302.28,0.42,0.79
13.64,2.85,101850.54,0,302.45,0.65,0.83
12.24,1.25,101863.8,0,302.74,0.5,0.89
12.57,0.92,101889.33,0,313.87,0.5,0.86
12.26,1,101883.07,0,325.45,0.47,0.89
12.76,0.68,101846.31,0,325.07,0.38,0.88
12.55,0.93,101825.31,0,300.55,0.31,0.88
13.32,0.96,101830.74,0,297.1,0.42,0.86
13.5,1.01,101851.5,0,297.46,0.84,0.86
13.16,1,101865.89,0,351.32,0.91,0.86
12.85,0.81,101938.98,16.64,355.29,0.89,0.9
13.1,1.23,101965.09,110.2,359.11,0.91,0.88
14.71,2.02,102035.48,187.33,362.48,0.93,0.82
15.24,1.69,102038.26,252.91,377.22,0.94,0.8
16.14,1.62,101997.32,240.54,381.24,0.87,0.77
16.96,2.07,102012.93,470.34,357.19,0.69,0.73
18.41,2.55,101964.23,692.51,361.95,0.7,0.67
19.27,2.95,101978.73,751.93,353.41,0.78,0.64
19.35,3.14,101928.82,665.93,368.17,1,0.63
19.03,3.02,101906.32,613.55,349.53,1,0.64
18.38,2.97,101810.55,507.01,342.46,1,0.67
18.37,3.25,101858.25,235.82,356.32,1,0.67
17.43,3.41,101863.99,117.24,350.22,1,0.7
17.37,3.52,101918.52,21.35,347.57,0.99,0.71
15.67,3.08,101927.8,0,342.3,0.76,0.81
15.05,2.41,101930.9,0,328.89,0.73,0.85
13.91,1.8,101872.88,0,326.58,0.63,0.9
13.96,1.77,101869.91,0,333.06,0.27,0.9
13.96,1.5,101790.5,0,337.67,0.13,0.9
12.84,1.47,101651.97,0,332.22,0.07,0.92
12.86,1.33,101577.4,0,314.66,0.06,0.93
12.58,1.12,101513.76,0,312.58,0.03,0.94
12.84,0.88,101510.6,0,315.11,0.11,0.95
12.86,1.47,101573.36,0,323.21,0.4,0.96
13.59,1.58,101639.2,23.56,330.53,0.83,0.95
14.14,1.28,101759.14,82.96,348.85,0.98,0.9
15.83,1.17,101768.47,149.16,363.81,0.98,0.86
16.6,1.29,101703.32,174.88,365.23,0.93,0.84
21.19,2.67,101562.32,364.62,356.23,1,0.67
24.3,3.24,101463.28,788.74,348.35,1,0.51
26.97,4.81,101295.75,915.58,345.36,1,0.4
29.53,6.28,101128.79,874.78,362.83,1,0.3
30.01,6.34,100998.22,713.07,379.48,1,0.28
30.23,6.58,100894.8,496.17,387.25,0.99,0.26
29.98,5.77,100803.38,359.98,390.93,1,0.26
29.68,5.28,100769.27,308.37,378.92,1,0.29
28.79,4.65,100812.5,99.35,387.01,1,0.31
28.25,4.19,100899.77,14.54,392.54,1,0.32
26.48,3.43,100902.8,0,387.57,1,0.32
25.19,3.28,100920.57,0,392,1,0.38
24.4,3.48,100886.66,0,397.44,1,0.41
24.5,3.74,100883.03,0,391.43,1,0.4
24.57,3.71,100845.15,0,390.79,0.96,0.41
24.3,3.74,100728.91,0,360.02,0.68,0.41
23.94,4.24,100662.41,0,336.52,0.96,0.42
23.64,5.15,100668.03,0,336.78,0.92,0.43
23.47,5.75,100628.71,0,337.26,0.5,0.44
23.34,6.25,100640.88,0,372.25,0.62,0.43
23.56,6.3,100638.93,22.27,370.81,0.94,0.47
23.56,6.73,100687.67,84.89,380.76,0.8,0.5
22.51,8.73,100775.23,170.43,386.14,1,0.59
20.69,8.8,100714.67,366.63,378.06,1,0.75
22.18,8.87,100637.33,308.73,385.68,0.98,0.71
24.49,8.39,100540.82,727.69,374.08,0.95,0.62
26.15,8.95,100469.9,809.73,389.73,0.89,0.54
25.06,9.03,100354.58,546.45,392.32,0.78,0.61
24.48,9.2,100403.54,309.73,407.94,0.95,0.7
24.77,5.33,100303.08,415.23,388.73,0.6,0.68
24.64,7.6,100231.92,438.1,377.48,0.45,0.52
24.17,5.96,100293.35,335.27,371.37,0.09,0.51
21.55,6.04,100451.92,198.56,359.45,0.05,0.54
20.55,7.13,100683.91,43.98,327.32,0.08,0.54
18.41,8.17,100853.3,0,312.77,0.09,0.54
17.4,6.7,101002.91,0,316.22,0.62,0.58
15.6,6.87,101131.78,0,328.06,0.73,0.63
15.08,6.43,101198.07,0,322.32,0.64,0.64
14.16,5.97,101251.68,0,325.71,0.59,0.64
12.89,5.95,101245.38,0,334.14,0.75,0.64
12.77,5.9,101250.93,0,327.93,0.77,0.64
12.39,6.4,101284.89,0,316.59,0.8,0.66
11.9,6.34,101332.79,0,316.69,0.64,0.67
11.94,6.02,101401.02,0,317.11,0.62,0.66
12.22,5.96,101490.79,25.76,311.32,0.66,0.65
12.41,6.44,101553.22,150.24,308.76,0.83,0.65
14.31,6.34,101651.37,314.81,321.81,0.82,0.58
14.62,6.77,101687.79,290.23,328.28,0.92,0.58
16.01,6.31,101672.78,406.49,344.72,0.97,0.54
16.63,6.25,101666.81,461.73,356.38,0.96,0.51
17.32,6.33,101630.75,487.94,361.47,0.98,0.49
18.09,6.2,101643.41,405.39,364.21,0.97,0.48
18.44,6.12,101599.41,523.85,365.46,0.94,0.47
18.62,5.91,101561.77,429.15,358.34,0.85,0.47
17.81,5.77,101573.88,394.1,355.58,0.88,0.51
17.7,5.47,101610.54,295.02,342.78,0.8,0.52
16.32,4.85,101669.73,147.93,332.81,0.63,0.59
16.02,4.39,101727.72,37,323.42,0.43,0.62
13.54,3.37,101825.59,0,308.87,0.88,0.72
12.75,3.08,101856.92,0,293.52,0.94,0.75
12.18,2.56,101859.5,0,295.49,0.96,0.76
12.33,2.16,101832.47,0,293.33,0.94,0.75
11.58,1.58,101742.95,0,287.08,0.75,0.78
10.1,1.89,101671.39,0,278.9,0.68,0.82
10.14,2.05,101595.25,0,278.51,0.81,0.83
9.48,1.8,101548.11,0,282.81,0.31,0.85
8.84,1.96,101505.88,0,276.33,0.22,0.88
8.96,2.09,101452.26,0,276.77,0.72,0.87
9.89,2.74,101466.18,33.08,287.29,0.88,0.86
10.34,2.35,101444.14,164.35,304.15,0.93,0.84
13.75,2.37,101492.42,320.81,310.7,0.84,0.73
14.63,2.58,101402.26,523.9,304.88,1,0.68
16.34,2.53,101430.01,748.23,305.3,1,0.61
16.83,2.15,101375.44,689.14,329.17,0.97,0.58
17.51,2.06,101316.6,673.42,339.98,0.95,0.58
19.17,1.84,101237.65,531.38,349.4,0.72,0.53
19.8,2.24,101111.09,800.33,334.89,0.97,0.51
20.26,2.37,101063.78,682.71,329.57,1,0.5
19.14,2.35,100987.46,578.82,331.14,1,0.54
